rainfall_mm,temperature_c,humidity_percent,river_flow_m3s,reservoir_level_percent,upstream_inflow_m3s,sediment_load,turbine_efficiency,hydropower_output_mw
139.86856612044932,34.795488056102016,59.87232587538428,71.06309305471308,47.73012790070132,58.35030259403198,28.859186417669125,0.7809110096712575,2.3184807774383467
114.46942795315262,31.472435780389382,67.83221993926723,196.75379870645978,64.37593022121833,183.15137545494414,33.6906916626221,0.7365271383644185,4.292503929629843
145.9075415240277,25.41741258944122,58.11370118500058,250.3673359894027,65.36033744088893,196.49804081050226,30.57939816425755,0.787801262268946,11.167903991419323
180.92119425632103,20.471442556060982,65.38057705541439,526.5225188808229,74.45260691686812,516.6198131297798,34.52004181258862,0.7721958097576229,37.41814523763957
110.63386501106656,29.88756319529513,41.59577999569321,366.786374944051,37.66283273438347,388.77124739870334,37.85849689288811,0.7716230215166129,23.437932011033567
110.63452172203277,27.754397697952246,73.19940561059408,139.74221170801303,76.85134547694662,101.51524813570919,48.371544863313844,0.7894528431265757,14.183105006550782
183.16851262029564,31.266352540194127,70.01808213043337,358.32435473011645,10.912167367944498,389.77883426163424,36.78840961294298,0.7765778620224725,4.053725557034407
150.69738916611635,29.446202611773785,57.74367053397714,114.32352132739615,52.40230895272379,128.9567659599263,24.14374293230407,0.7960271045490948,19.748970003612385
101.22102456260191,32.34686900723535,79.88868502648607,429.92292646644876,55.23452315096911,407.8959268073176,51.4006784649516,0.7891284912882051,15.610744300995464
141.7024017434386,21.253353519076025,84.06355206439838,243.46504178185455,77.66653652142477,239.21915266171914,31.629098663849604,0.8082179450448823,25.591856465254324
101.4632922875015,34.22175845944028,45.88660203446538,288.7636573512995,65.45261705353738,336.7133115805305,39.41279572895371,0.7767300495044016,11.799831775076663
101.37080985718973,26.383197232846797,58.55912832150679,459.0955977050628,36.88873892287427,481.1020321102388,44.46536506940711,0.7557484616813518,17.109175642721056
129.67849086264135,39.52682610837686,58.46286475319053,145.54037176989002,45.3001374836597,145.80388141683446,41.99610418402783,0.7775075791501882,3.990480927764657
43.46879021368808,20.175685273373027,55.90145348336703,132.34581778644105,68.97360019094813,125.21531827761152,50.941795475214754,0.7838458804815701,6.596711451854912
51.00328669947869,37.15174662215674,82.44212262897622,229.9680808384794,63.41865316270887,232.2663529520292,44.79003143392759,0.762090992416411,7.34067254235719
97.50849883036109,26.385375484238534,67.09260791840795,424.605462122318,53.41751780728507,409.2525553840489,31.38690420302892,0.7753891558188992,31.035428520200252
79.48675518662304,20.440073974698862,66.03227738034084,117.67847094277892,55.38332420976042,54.53598577120847,61.78562173991662,0.7584540462472132,-2.3860930879445874
132.56989330381094,21.612799161619748,39.9420645338987,50.0,78.92335994318577,111.26533731604192,41.943334633382335,0.7598000214123771,-4.404023996748618
83.67903697915156,22.75756884263976,79.53127045313839,245.86093699092015,54.646148542615705,250.5206869669022,38.52659773378494,0.7915743097786994,31.845016160575476
63.50785194658834,27.969161624813417,51.41112407719791,366.20889598931046,63.238175119418536,378.1533139429866,49.63925423055571,0.7678312961411444,27.560206340538524
178.62595075686215,28.659848416248497,70.89898945399493,444.03140996865955,100.0,442.29417747235226,42.49450945930072,0.8282258123161869,12.924690534589125
110.96894798053857,20.984099972429945,74.16065406937288,244.42063654975212,36.526347262321536,222.36713252801448,43.99228192939327,0.7225556436483462,0.7982398605542347
122.70112818751696,24.82951785417312,90.40987893757976,250.6288071460797,27.96314536850683,245.0510727176166,64.92183998600687,0.7333694452315841,-12.98016912705964
63.01007255146173,39.99589251028304,50.367694013213324,438.4680881106897,80.67179329597214,390.48624524486036,37.248785717449536,0.7798140376665686,18.076680642230592
98.2246910189927,37.09280219070498,24.707317662687622,75.63099603654953,51.427138774117935,143.94359097814868,36.82239105982604,0.7874144740216894,-28.322509302985313
124.43690358839464,28.054265687718225,72.75774317130542,253.3775069780389,58.63524944514759,216.342147025367,41.16578512012464,0.7749572766385802,10.143530815567766
73.96025690310789,25.266024347177403,97.0076677226628,322.8508667910069,49.37687243737771,291.8918782755915,50.715159355810385,0.7656833434955608,0.7866202775631539
135.02792073382687,25.84021928702783,88.58419529409156,353.90624655420413,59.80399718464975,340.6984704226121,24.93465969809601,0.7498763248318132,16.470191111437156
95.9744524032478,29.294625809112915,73.14489122911938,238.8231968170941,96.97076224192682,277.4654685626654,20.344441085234948,0.7692432208508035,1.5635891892135163
108.33225000826893,17.84045204361116,62.62545721551929,304.13292140470094,81.04256917236239,304.56819138258055,34.12884729379852,0.7867327236038398,20.220281162990073
95.93173551082413,23.198364238036586,82.10683894955966,50.0,82.24447023773953,12.91592611908613,23.660770409407128,0.7567418841196805,-1.0372710128966736
194.0911273803575,13.319911482856874,55.39680700443297,221.0101905199382,36.67545888414709,258.64034134265836,35.75168652474362,0.746974668478864,21.074244989515183
119.46011101048265,27.794561858236953,77.14536654034329,354.4210455065361,41.976925268942615,376.3510643101005,45.0249969612929,0.7674993101278006,25.532044010071868
77.69156284176398,29.530371577919187,77.5820523874994,182.12471588943845,10.0,198.27776460593202,31.092511364477364,0.7260257611451213,9.175728384872516
152.90179648412754,21.61769476390438,85.90314861248319,307.0781065907517,48.81238357834492,328.5501338258769,25.731734232186575,0.7987937907667526,8.707153526602742
71.1662540011591,36.01790734303023,100.0,353.62470009632375,84.13406372771317,425.4555571137973,40.69337161715348,0.8043377472634684,43.78436654477976
128.3545438001902,16.419640358983614,75.88623950768151,258.8940958970682,75.33893031496741,324.44694274815157,48.625434846151705,0.7416534347368722,-1.0645477127039555
